place_id,nome,endereco,municipio,categoria,avaliacao,numero_avaliacoes,lat,lng,telefone,website
ChIJo0MxhCgnzpQRRKDv67BzZqo,G Adega e Tabacaria,"R. Pernambuco, 25 - Jardim Praia Grande, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,5.0,21.0,-24.112186,-46.6628796,(13) 97414-0207,https://www.instagram.com/g_adegatabacaria?igsh=MWk3a3ljbHV1bWsyMw==
ChIJo5I7OeIdzpQRWYMWrur4C3I,Pirata Ilha Porchat,"Al. Paulo Gonçalves, 680B - Ilha Porchat, São Vicente - SP, 11320-350, Brasil",São Vicente,casa noturna,4.5,20.0,-23.980433,-46.3700044,(13) 4104-1707,http://www.alamedaclub.com.br/
ChIJo5UK0VL_0ZQRwGY0In0MJfY,Adega Podepá 013,"R. Josefina Sório - Vila Santa Rosa, Guarujá - SP, 11431-170, Brasil",Guarujá,adega,5.0,3.0,-23.9972695,-46.2747486,(13) 99751-1617,
ChIJoYFfa_sdzpQRSS_YVcM4OLw,Na Praça Bar,"R. Ana Pímentel - Centro, São Vicente - SP, 11310-230, Brasil",São Vicente,bar,4.5,198.0,-23.9687604,-46.3870456,(13) 3467-4000,
ChIJoyf8Fd0dzpQRy8lOz90x_Iw,SÓ VEM ADEGA,"R. Frei Gaspar, 198 - loja 1 - Centro, São Vicente - SP, 11310-060, Brasil",São Vicente,adega,4.3,20.0,-23.9679164,-46.381629,(13) 99188-6605,
ChIJp1myeBwrzpQRzqW4wK1X3h4,ADEGA TB,"R. Marcos Paulo Duarte, 260 - Oásis, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,5.0,5.0,-24.1658447,-46.7929138,(13) 99766-3807,
ChIJpVjWBW-MzZQR8MPPXHBYG9U,Adega & Tabacaria Siqueira,"R. Bartolomeu Fernandes Gonçalves, 172 - Centro, Bertioga - SP, 11250-270, Brasil",Bertioga,adega,4.2,144.0,-23.844576,-46.1333182,(13) 98129-8981,https://siqueiratabacariaadega.sqrinvest.com.br/
ChIJpXoYuqUczpQRopRf-j2Qv8I,Manolinho Bar,"Zap (13 - 95538-5022 - Vila Sao Jorge, São Vicente - SP, 11380-120, Brasil",São Vicente,bar,4.6,849.0,-23.957909,-46.3744287,(13) 3561-1951,
ChIJq0TMsLwczpQRGogpfLQ1pfc,Bar do Zelito - São Vicente,"R. José Gonçalves da Mota Júnior, 280 - Vila Valenca, São Vicente - SP, 11390-050, Brasil",São Vicente,bar,4.7,384.0,-23.9632977,-46.3777499,(13) 3467-7225,
ChIJq7PKvn76zZQRlVoLfp8GNk0,Casa Amarela Drinks,"Av. Anchieta, 10872 - Jardim INDAIÁ city, Bertioga - SP, 11250-000, Brasil",Bertioga,casa noturna,3.8,24.0,-23.8067427,-46.0601132,(13) 97421-2458,https://instagram.com/amarelacasa995?igshid=YmMyMTA2M2Y=
ChIJq8TE2-EB0pQRm85eEzNU5cA,Villa DuVal,"Estrada de Pernambuco, 168 - Lot. Joao Batista Juliao, Guarujá - SP, 11443-410, Brasil",Guarujá,bar,4.5,193.0,-23.9869292,-46.2038292,(13) 99802-8222,https://linktr.ee/villaduval
ChIJqXL54Wsn0JQRRT1CLk7j0SI,Bar do Buguelão,"R. das Andorinhas, 119 - Santa Izabel, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,4.7,3.0,-24.3163087,-47.0274616,(13) 99627-1315,https://bit.ly/bardobuguelao
ChIJqa1i-gQDzpQRFe3RqdYEWvA,Casa Cinza,"R. da Paz, 51 - Boqueirão, Santos - SP, 11045-520, Brasil",Santos,Bar/Casa Noturna,4.3,1062.0,-23.9685435,-46.3269179,(13) 99680-8180,https://www.instagram.com/cinza.company/
ChIJr-6xIbUdzpQRJ9m5APTDOJI,Adega do Bola,"R. Ver. Diego Pires de Campos, 276 - Vila Sao Jorge, São Vicente - SP, 11380-130, Brasil",São Vicente,adega,4.8,78.0,-23.9570787,-46.3727685,(13) 99616-2132,https://www.lojalocal.com/amstel/00030746366884
ChIJr0FUKGIp0JQRbP71Q54vmdE,Sol da manhã,"Estância Antonio Novaes, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,4.9,8.0,-24.2523722,-46.9567393,(13) 99630-0819,
ChIJr1EM7VsZzpQRb_qLCsbWO7w,Bar do Guimarães,"R. Larissa Kocner - Vila Esperança, Cubatão - SP, 11540-210, Brasil",Cubatão,bar,4.4,48.0,-23.9021148,-46.44247259999999,,
ChIJr306dGgr0JQRx3lRejZLAEo,Dama da Noite drink's,"R. Sapopemba, 32 - Santa Julia, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.3,12.0,-24.2074595,-46.8581484,(11) 97171-7677,
ChIJrQiTVlT6zZQReXHoHiwE9Ho,Adega Sol,"R. Francisco Hermano Vasconcelos, 113 - Jardim Rafael, Bertioga - SP, 11258-020, Brasil",Bertioga,adega,4.4,93.0,-23.820052,-46.0916195,(13) 99709-3741,http://www.cardapio.datacaixa.com.br/loja=4270
ChIJrS9q6uEbzpQRmVjnHFcyA1M,Adega Boomerang,"R. Santa Júlia, 301 - Vila dos Pescadores, Cubatão - SP, 11531-010, Brasil",Cubatão,adega,5.0,2.0,-23.926653,-46.40011699999999,(13) 99724-8267,
ChIJrT5DHZEdzpQRVxvwE0NFTAI,Tude Bar,"Av. Irmãos Adorno, 254 - Sítio do Campo, Praia Grande - SP, 11725-030, Brasil",Praia Grande,bar,4.7,270.0,-23.9979263,-46.4212748,(13) 99624-2902,http://instagram.com/tudebarpg
ChIJs5qXUDgDzpQRYIj2LBSwHDY,Adega do Alemão,"R. Carvalho de Mendonça, 624 - Marapé, Santos - SP, 11070-904, Brasil",Santos,adega,4.9,16.0,-23.9548465,-46.3438607,(13) 99151-7490,
ChIJsWiYiawZzpQR8NMKmMWnsU0,DJ Wilcker,"R. Santa Filomena, 693 - Vila Esperança, Cubatão - SP, 11540-200, Brasil",Cubatão,casa noturna,,,-23.9015891,-46.4455382,(13) 97416-7802,
ChIJsXztHnopzpQRROHIktSkso8,Adega Pé na Areia,"Av. Agenor de Campos, 1439 - Jardim Leonor, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,5.0,2.0,-24.1158493,-46.6926739,(11) 95330-9038,
ChIJs_HpvCT-0ZQRsEUS55a84Ns,Rudy's Bar,"R. Rio de Janeiro, 274 - Barra Funda, Guarujá - SP, 11410-310, Brasil",Guarujá,bar,4.5,1030.0,-23.9964339,-46.2611147,(13) 99644-5269,
ChIJs_s63Y4XzpQRoeR7s2qRq-k,Bar do Sheyk,"R. Elías Zarzur, 1311 - Água Fria, Cubatão - SP, 11543-200, Brasil",Cubatão,bar,4.7,113.0,-23.8898492,-46.458103,(13) 97420-4289,
ChIJs_yfa6wrzpQRx1W7d00znpY,Bar Espeto D'Chef,"Padre Theodoro, R. Padre Afonso Maria Ratisbone - Suarão, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.8,146.0,-24.1617595,-46.75511789999999,,
ChIJscj65a8dzpQRAkzsKWh5cWM,.,"Avenida engenheiro - Av. Saturnino de Brito, 645 - Prainha, São Vicente - SP, 11325-010, Brasil",São Vicente,bar,4.7,9.0,-23.9788102,-46.3839951,(13) 99743-6800,
ChIJse7ERzkl0JQRI9yue784AWI,Adega N°1,"Av. São João, 06 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,5.0,1.0,-24.3242214,-46.995358,(13) 99757-3019,
ChIJsfTvUAEDzpQR9EFhQcysNMc,Bar Heinz,"R. Dr. Lincoln Feliciano, 104 - a 118 - Boqueirão, Santos - SP, 11045-560, Brasil",Santos,bar,4.3,1485.0,-23.9695869,-46.3284787,(13) 3286-1875,http://barechopperiaheinz.com.br/
ChIJt6VQJhwp0JQRS2HXfoeExro,Contra Mão Bar & Restaurante,"Av. Padre Anchieta, 5300 - Jardim Imperador, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.2,76.0,-24.2946396,-46.9665793,,
ChIJtQ-Ice4pzpQR2O_PQHUNYr4,Clínica de Massagem Masculina Maria's,"Av. Francisco Munhoz Cegarra, 59 - Balneario Plataforma II, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,,,-24.1335677,-46.7013439,(13) 99691-4217,
ChIJtT87k0EdzpQRykueT7Z2DmI,Bem de Boa,"R. Caimaioré, 536 - Vila Margarida, São Vicente - SP, 11330-703, Brasil",São Vicente,casa noturna,,,-23.9646538,-46.40384419999999,,
ChIJtUwxaVcdzpQR6aWms7lgF5k,Elo Adega e Tabacaria,"Av. Mal. Mallet, 1101 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Praia Grande,adega,4.4,62.0,-24.0080288,-46.4058647,(13) 99130-2000,https://instagram.com/eloadega?igshid=YmMyMTA2M2Y=
ChIJtYKneDQp0JQRKxkVWrL-io4,Kabana's Choperia,"Av. Padre Anchieta, 5622 - Parque Balneario Oasis, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.4,452.0,-24.2923853,-46.9638774,(13) 99151-0923,https://www.facebook.com/Kabanas-Choperia-104363945354738/?ref=page_internal
ChIJtdFqwykn0JQRdaceK4B3hXw,Adega Ribamar,"Praca três de dezembro, 218 - Jardim ribamar, Peruíbe - SP, 11770-568, Brasil",Peruíbe,adega,4.9,7.0,-24.3010299,-47.002244,(13) 99775-2358,
ChIJtfIPj1UXzpQRrIJWQ-XY8RI,Bar Vem Que Vem,"Sítio Novo, Cubatão - SP, 11540-210, Brasil",Cubatão,bar,4.1,56.0,-23.9021718,-46.4424427,,
ChIJtz0VPVwdzpQRWBydelJTpbY,Rocket Sea Club,"Av. Tupiniquins, 590 - Japuí, São Vicente - SP, 11325-000, Brasil",Cubatão,casa noturna,4.1,363.0,-23.9806169,-46.3910766,,
ChIJu9BA-KIQzpQRzRQzt2baIAw,Point Silvestre,"Rua Armando de Salles Oliveira, 213 - CENTRO, Cubatão - SP, 11510-020, Brasil",Cubatão,casa noturna,5.0,10.0,-23.8855943,-46.42197119999999,(13) 3329-0742,
ChIJuSvfZuUbzpQRukJI1muK4zU,Chefia's mercearia e bebidas,"Av. Sen. Amaral Furlan, 29 - Jardim Nova Republica, Cubatão - SP, 11534-300, Brasil",Cubatão,adega,4.8,8.0,-23.9189953,-46.4272356,(13) 99196-4627,
ChIJuV1VfdX7zZQRnh2F4Q3PVfA,Imperio gold adega e tabacaria,"Rua jornalista Cândido Hernandez, 52 - Vista Linda, Bertioga - SP, 11258-392, Brasil",Bertioga,adega,3.7,12.0,-23.8083624,-46.0864368,(13) 99801-7714,
ChIJua_ASQAn0JQRHPagT83hTA0,Tisuna cortes,"R. Carnaúba, 70 - Estância Santa Izabel, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,,,-24.316646,-47.024959,,
ChIJuclh6lTV0ZQRl_mnjJrxdUw,IMPÉRIO DAS BEBIDAS,"Av. Marginal, 1691 - Laranjeiras, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.0,50.0,-24.1744105,-46.7803945,(15) 99847-7295,
ChIJuxMZf5gbzpQRokmhvah_wIc,Palace's bar,"R. Gen. Mário Hermes da Fonseca, 16 - Esplanada dos Barreiros, São Vicente - SP, 11340-180, Brasil",São Vicente,casa noturna,5.0,1.0,-23.9566954,-46.4044844,(13) 99658-0608,
ChIJuzZxzvQpzpQR3cdTrUjlyxE,A Grande Família,"Av. Padre José de Anchieta, 401 - Jardim Santana, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,5.0,2.0,-24.1241503,-46.6829612,(11) 95908-3776,
ChIJv2oZE6Mr0JQRekXLuwwjF6o,Drink's Bar,"R. Sapopemba, 6660 - Jd grandesp, Itanhaém - SP, 11740-000, Brasil",Itanhaém,Bar/Casa Noturna,4.5,22.0,-24.2079987,-46.858963,(11) 94969-1872,
ChIJv_KQj-kdzpQRGScJqisPkYQ,Embaixador Bar Balada pg,"Av. Mal. Mallet, 1190 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Praia Grande,Bar/Casa Noturna,3.5,53.0,-24.0064561,-46.4066029,(13) 99636-6650,http://www.instagram.com/embaixadorbarpg?igsh=OGQ5=ZDc2ODk2ZA==
ChIJv_jww_AbzpQR7vr3GryPYTg,Adega do G,"R. Cap. Gregório de Freitas, 223 - Parque Sao Vicente, São Vicente - SP, 11360-060, Brasil",São Vicente,adega,5.0,1.0,-23.9566431,-46.3994495,(13) 99185-4090,
ChIJvywPxML_0ZQRooWJggXSD-s,Adega e tabacaria Porks,"Av. da Saudade, 26 - Jardim Sao Miguel, Guarujá - SP, 11440-180, Brasil",Guarujá,adega,5.0,3.0,-23.9901123,-46.24286439999999,(13) 99116-2210,
ChIJw3DEa-j9zZQRzMnhKRSIMKc,Boteco Ralfff,"R. João Ramalho, 1015 - Vila Clais, Bertioga - SP, 11250-000, Brasil",Bertioga,bar,4.5,23.0,-23.844466,-46.1330532,(11) 98196-5277,
ChIJw3sLEgAr0JQRnevIo8a2nkQ,Adega e Tabacaria Premium,"Av. Gonçalo Monteiro, 459 - Gaivota, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,5.0,6.0,-24.204987,-46.83412,(13) 98225-7321,https://m.facebook.com/AdegaeTabacariaPremium
ChIJw45zaAAhzpQR4_txbhYKSi0,Toca lounge,"Av. Diamantino Cruz Ferreira Mourão, 112 - Balneario Pires, Praia Grande - SP, 11712-005, Brasil",Mongaguá,casa noturna,,,-24.0394811,-46.5219696,,
ChIJwT-uI-YrzpQRKSn3MYvveQY,Castelinho drink’s,"R. Maria Benedita M Poitena, 220 - Sabaúna, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.8,8.0,-24.1833525,-46.8211753,(13) 99603-0925,https://www.castelinhodrinksitanhaem.com.br/inicio
ChIJwYTEMXIl0JQRRkonsF4zsB4,Sport Bar,"Av. Padre Anchieta, 250 - Centro, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.8,30.0,-24.3277829,-47.0027189,,https://www.facebook.com/sportbarperuibe/
ChIJwf-4DoARzpQRU_1TMkwhS6M,Criminal Lounge,"Av. das Nações Unidas, 751 - Vila Nova, Cubatão - SP, 11525-060, Brasil",Cubatão,casa noturna,5.0,1.0,-23.8949956,-46.42871419999999,,
ChIJwwApS9YfzpQRaog5J1fo-G4,PIT STOP - BEBIDAS PRAIA GRANDE I ⭐⭐⭐⭐⭐ ️ ️ ️ ️ ️,"Av. do Trabalhador, 1513 - Vila Antartica, Praia Grande - SP, 11723-000, Brasil",Praia Grande,adega,4.5,123.0,-24.0061255,-46.443722,(13) 97402-1746,https://www.instagram.com/pitstopbebidas013/
ChIJwwxz7Sz9zZQRST_KZgWLbq4,Adega da Vila,"R. da Saudade, 104 - Centro, Bertioga - SP, 11250-036, Brasil",Bertioga,adega,5.0,22.0,-23.8530341,-46.1388162,(13) 99676-0480,
ChIJx1ip7n8DzpQRZ2wZhK6eVFw,Ninfas Night Club,"R. João Pessoa, 212 - Centro, Santos - SP, 11013-002, Brasil",Santos,casa noturna,4.4,138.0,-23.9355592,-46.3250027,(13) 98199-9881,http://www.ninfasnightclub.com.br/
ChIJxTXEIIj7zZQRf3PRmgQgxjk,Adega e Disk Água Neves,"R. Dr. Rodrigues Alves, 135 - Jd Paulista, Bertioga - SP, 11250-000, Brasil",Bertioga,adega,4.3,46.0,-23.8394473,-46.132649,(13) 99779-8326,https://www.facebook.com/Disk-%C3%81gua-Neves-260946784115736/
ChIJxTf8ILQdzpQRmbRibcNa5no,Donna G,"Av. Pres. Castelo Branco, 36 - Guilhermina, Praia Grande - SP, 11701-750, Brasil",Praia Grande,Bar/Casa Noturna,4.4,1732.0,-24.0156542,-46.43025550000001,(13) 3474-5229,https://www.instagram.com/donnaguilherminabar/
ChIJxUSuV5UfzpQRvJM48VPar-w,Adega Tupi,"Av. Pres. Kennedy, 5870 - Vila Tupi, Praia Grande - SP, 11703-200, Brasil",Praia Grande,adega,4.8,78.0,-24.0200407,-46.464324,(13) 99759-5548,https://app.cardapioweb.com/adega_tupi
ChIJxWY2Z7AnzpQRnKbiDxJoINI,ADEGA E TABACARIA ORDOÑEZ,"Av. São Luís, 511 - Vila Atlântica, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.7,25.0,-24.1045902,-46.6465269,(13) 98224-0321,https://instagram.com/adegaordonez?utm_medium=copy_link
ChIJxcmGcqsB0pQR0_csRtWPEFo,Balada Prime,"Estrada de Pernambuco, 2219 - Jardim Enseada, Guarujá - SP, 11410-460, Brasil",Guarujá,casa noturna,3.7,26.0,-23.9813072,-46.1972214,(13) 99767-1059,https://www.instagram.com/primeguaruja/
ChIJxfZ9V68dzpQR9eFme1lP3iw,Wicked House Clube,"R. Bento Viana, 246 - Próximo ao - centro de São Vicente, São Vicente - SP, 11310-220, Brasil",São Vicente,casa noturna,4.8,13.0,-23.969306,-46.3926573,(13) 98139-8234,https://www.instagram.com/wickedhouse_?igsh=bGRqbXlhMG9lY3Zr&utm_source=qr
ChIJxwGA-O7_0ZQR1R7Twa_VkDk,Karikatur Hamburgueria no Guarujá,"Av. Mal. Deodoro da Fonseca, Praia das Pitangueiras, 1096 - Centro, Guarujá - SP, 11410-223, Brasil",Guarujá,bar,4.4,121.0,-23.9981389,-46.2592581,(13) 97420-1713,https://instagram.com/karikaturbarelounge?igshid=3zw8xvp714rc
ChIJyS7-R9v_0ZQRsZil0TI_RM0,St. John's Beer Store & Pub,"R. Argentina, 36 - Jardim Vitoria, Guarujá - SP, 11440-370, Brasil",Guarujá,bar,4.6,2423.0,-23.987337,-46.2342539,(13) 3324-1157,https://www.stjohnsenseada.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15234261277873851413
ChIJyXW-TAwfzpQRbKX38IJ9jcI,Prime hookah lounge,"Rua Euripides - R. Eurípedes Barsanulfo, 38 - Campo de aviação, Praia Grande - SP, 11702-395, Brasil",Praia Grande,casa noturna,4.3,7.0,-24.0109058,-46.4405356,(13) 99161-5258,https://instagram.com/prime_hookahloungepg?utm_medium=copy_link
ChIJyaEZU_rV0ZQRIXoY1Ir1jNs,Adega Drinks 2,"R. Peruíbe, N° 605 - Praia dos Sonhos, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.9,43.0,-24.1957197,-46.8091598,(11) 91247-6607,
ChIJye9EieDV0ZQRB-Z9NBXMYqc,Edu Bar & Petiscaria,"R. Antonio Olivio de Araujo, 47 - Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.8,190.0,-24.1837014,-46.7900614,(13) 99680-6883,
ChIJyf8r20__0ZQRW7Dey69daK0,Varandas Bar - Guarujá,"R. Rio de Janeiro, 263 - Barra Funda, Guarujá - SP, 11410-330, Brasil",Guarujá,bar,4.4,98.0,-23.9967816,-46.2610298,(13) 3513-6784,https://www.instagram.com/varandasbarguaruja
ChIJyxdsX2j9zZQRAuCNgvJGpvk,Villa Caicara Boteco - bar e restaurante com musica ao vivo,"Av. Vicente de Carvalho, 20 - Centro, Bertioga - SP, 11250-045, Brasil",Bertioga,bar,4.6,110.0,-23.8550009,-46.1388903,(11) 94145-4752,
ChIJyzJGoEURzpQR3n-DlyKSXoo,The Cartel | Lounge Pub,"R. 25 de Dezembro, 236 - Vila Natal, Cubatão - SP, 11538-000, Brasil",Cubatão,bar,5.0,8.0,-23.8967439,-46.4328819,,https://instagram.com/thecartell013?igshid=YmMyMTA2M2Y=
ChIJz1PTFxgA0pQRYz5bBBmIXXE,Bia Drinks Enseada Night Club,"R. Valter Papsch, 80 - Jardim Virginia, Guarujá - SP, 11442-170, Brasil",Guarujá,casa noturna,4.4,19.0,-23.9743171,-46.2109356,(13) 99664-2689,
ChIJz4lLBLgdzpQRfyDeoeuHfgA,A Ilha Night Club,"Al. Paulo Gonçalves, 796 - Ilha Porchat, São Vicente - SP, 11320-350, Brasil",Cubatão,casa noturna,4.7,71.0,-23.9808538,-46.3694229,(13) 3469-6727,
ChIJz61BOMEbzpQRuDab_hQv_lc,Adega SC Drinks,"R. Santa Júlia, 821 - Vila dos Pescadores, Cubatão - SP, 11531-010, Brasil",Cubatão,adega,4.8,4.0,-23.9262678,-46.3991238,,
ChIJz9lQgAL7zZQR_h7IpAS2BVk,PINK HOUSE DRINKS SOB NOVA DIREÇÃO,"R. Enseada 4 - Jardim Rafael, Bertioga - SP, 11250-000, Brasil",Bertioga,Bar/Casa Noturna,4.1,88.0,-23.8133746,-46.0919049,(13) 99175-4166,https://instagram.com/casa_rosa01?igshid=NDk5N2NlZjQ=
ChIJzQVxX0rV0ZQRQu21w9AtMXA,MANJUBA'S VIDEOBAR,"Av. Harry Forssell, 267 - Belas Artes, Itanhaém - SP, 11740-000, Brasil",Itanhaém,casa noturna,4.4,112.0,-24.1917589,-46.81215419999999,,https://www.facebook.com/Manjubasvideobar1/photos/a.680386078762326/976836932450571/?type=3&theater
ChIJzbYOmCLV0ZQRkqq4NZa3HMw,Madah Espeto Bar,"Praça Carlos Botelho, 11 - Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,Bar/Casa Noturna,4.2,579.0,-24.1835516,-46.7894887,(13) 98133-7885,https://www.facebook.com/madah.espetobar/
ChIJzcBy15cdzpQRP6LbiGmz5RY,Zeus Adega e Tabacaria Tude,"R. Eng. Antonio Lotufo, 595 - Sítio do Campo, Praia Grande - SP, 11725-020, Brasil",Praia Grande,adega,5.0,5.0,-23.9990016,-46.4216826,(13) 98195-3919,http://cardapiozeusadegatude.ola.click/
ChIJzcNQp3wpzpQRZuWoof8aEnI,Adega Brasil 385,"Av. Brasil, 385 - Balneário Flórida Mirim, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.8,18.0,-24.1337112,-46.7077879,(13) 99781-7738,
